,Start Date,End Date,a,b,Spread Return,Position,Correlation,Hurst Exponent,ADF t-statistic,ADF p-value,mu,theta,sigma2
128,2016-01-28,2016-04-21,110,342,0.11821513800706245,-1,0.7124619674798053,0.406526270953034,-4.464326934479268,0.00022797921128982045,0.3449894379442297,30.995446018060743,0.013382163264030566
129,2016-04-26,2018-12-28,33,277,-2.4714828435139324,1,0.7485474952638916,0.2658963431635722,-3.561072351003157,0.006550365062885739,0.38822369854318173,29.19138627854365,0.020894492104807025
130,2016-01-28,2016-02-03,103,452,0.18589445150171124,-1,0.8191939349936596,0.38156607864380954,-3.6842273805500327,0.004340560089283757,0.22515634097760567,21.73960127018971,0.007923298372465536
131,2016-03-29,2016-05-18,452,276,0.2015952828717713,-1,0.8289696999052206,0.3322809947941455,-3.809779652149946,0.0028088263768320187,0.14649595417386252,30.471505116063202,0.011616263852745785
132,2016-05-25,2016-07-21,200,208,0.17646838974515838,-1,0.8329567430113367,0.37234060515563033,-3.5421790356271394,0.006967666014160162,0.2410906016592437,26.267588579925246,0.016864771792287517
133,2016-08-03,2017-02-15,159,274,0.11396872148943911,-1,0.7146471991593021,0.33948711697815576,-3.8872791657694377,0.0021304857725071287,0.45346348888279786,34.22511058630063,0.026201630524774863
134,2017-02-16,2017-11-06,269,182,0.13760453619605573,-1,0.7385569890197757,0.28114216422944377,-4.391533635257339,0.0003072426044590806,0.3514148663346171,28.194397662421306,0.01755426662829543
135,2017-11-07,2018-12-28,318,452,-0.4327299324560538,-1,0.8554545965869632,0.2515598614434532,-4.131735197473495,0.0008579310160052782,0.06947942782314193,36.16879383990055,0.0055567008356742584
136,2016-01-29,2018-12-28,120,197,-0.4107772233164401,-1,0.7054647620790235,0.34049149587626326,-3.436549273408241,0.009774247881340013,0.3576752076445391,15.798299511591084,0.019174455261198483
137,2016-06-01,2018-12-28,318,332,,1,0.8474582702545248,0.26648274374792924,-3.4310945242579725,0.009943445388076485,0.16671546672066834,27.50607346513359,0.012916577198503528
138,2016-06-03,2018-07-23,244,171,0.2246973279566893,-1,0.7225327494821357,0.33192943415672327,-3.461865168913903,0.009022222494760377,0.3280796987282594,24.90640796730956,0.04719305708054682
139,2018-12-04,2018-12-28,110,181,0.0625236465244238,-1,0.8679082584687359,0.2670373773233027,-4.249803510294698,0.0005420362819038186,0.11477946095448235,36.43666204621059,0.005698357034912554
140,2016-06-21,2016-10-21,463,464,0.09610295204086931,-1,0.7101828186750434,0.43040000893247193,-3.5170064920394144,0.007560923481112839,0.5259803967347904,21.521469060529352,0.02120608607978655
141,2016-10-24,2016-11-08,290,200,0.20143065517242337,1,0.8322009865502339,0.4331901847666595,-4.415392987840645,0.0002787568052448392,0.22871955957838463,28.862166098821497,0.01744130416592255
142,2016-11-14,2018-12-28,110,354,-0.3522394975839166,1,0.7376421346762728,0.34771160836025783,-3.606208835241741,0.005643431552763319,0.2894806400276379,29.306750392009512,0.018866757316275504
143,2016-06-30,2016-07-20,290,208,0.21635174248895717,-1,0.797084998072682,0.352168460806054,-3.465596026728865,0.008915892050028438,0.30276567265576004,28.047078472026516,0.02384302737699581
144,2016-08-08,2016-08-31,130,149,0.2653130400650264,-1,0.7553338792883033,0.3744372328657639,-3.8807260088193165,0.002181361992692069,0.21361393360399591,23.008756422233468,0.0282153397338543
