Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,66.51000213623047,67.70999908447266,65.87000274658203,67.58000183105469,55.37611389160156,1682200
2013-01-02,68.79000091552734,68.9800033569336,67.54000091552734,68.16999816894531,55.85955810546875,2154000
2013-01-03,68.33000183105469,68.70999908447266,67.83999633789062,67.94000244140625,55.67109680175781,1855400
2013-01-04,68.2300033569336,68.79000091552734,67.77999877929688,68.76000213623047,56.343017578125,1292700
2013-01-07,69.08999633789062,69.61000061035156,68.04000091552734,68.66999816894531,56.26927185058594,1547000
2013-01-08,68.0199966430664,68.63999938964844,66.98999786376953,67.33999633789062,55.17945861816406,1739400
2013-01-09,67.41000366210938,67.80000305175781,67.01000213623047,67.04000091552734,54.933631896972656,1897300
2013-01-10,67.38999938964844,67.63999938964844,67.13999938964844,67.4000015258789,55.22863006591797,1842600
2013-01-11,67.43000030517578,67.5999984741211,66.8499984741211,67.06999969482422,54.958213806152344,2112400
2013-01-14,67.0999984741211,67.62000274658203,66.80000305175781,67.22000122070312,55.08113098144531,1251100
2013-01-15,66.83000183105469,67.6500015258789,66.76000213623047,67.4800033569336,55.29417037963867,1756500
2013-01-16,67.06999969482422,67.1500015258789,66.5999984741211,66.8499984741211,54.77793884277344,1748700
2013-01-17,66.94999694824219,67.5199966430664,66.76000213623047,67.13999938964844,55.01557159423828,2153500
2013-01-18,67.38999938964844,67.61000061035156,66.7699966430664,67.48999786376953,55.30236053466797,1868200
2013-01-22,67.45999908447266,68.58999633789062,67.3499984741211,68.3499984741211,56.007041931152344,2044700
2013-01-23,67.43000030517578,68.87000274658203,67.0,68.70999908447266,56.30204772949219,2218200
2013-01-24,68.79000091552734,68.9000015258789,68.08999633789062,68.2300033569336,55.908721923828125,1862500
2013-01-25,68.3499984741211,68.3499984741211,67.5999984741211,67.73999786376953,55.50722885131836,1736000
2013-01-28,67.88999938964844,67.88999938964844,66.26000213623047,66.56999969482422,54.54849624633789,2469000
2013-01-29,66.68000030517578,67.27999877929688,66.29000091552734,66.7699966430664,54.71239471435547,2858700
2013-01-30,66.52999877929688,67.25,66.12000274658203,66.33999633789062,54.36003112792969,2919900
2013-01-31,66.0,66.13999938964844,64.94999694824219,65.04000091552734,53.2947883605957,3073700
2013-02-01,65.27999877929688,65.52999877929688,64.80000305175781,65.12999725341797,53.3685417175293,2726800
2013-02-04,64.68000030517578,65.20999908447266,64.3499984741211,64.37999725341797,52.75399398803711,1820900
2013-02-05,64.87999725341797,65.48999786376953,64.5,64.87999725341797,53.1636848449707,2444900
2013-02-06,64.7699966430664,65.30999755859375,64.66000366210938,65.19999694824219,53.425899505615234,2688100
2013-02-07,65.2699966430664,65.86000061035156,65.12999725341797,65.69000244140625,53.82741165161133,2630400
2013-02-08,65.62000274658203,66.13999938964844,65.62000274658203,66.08999633789062,54.155174255371094,1582800
2013-02-11,65.95999908447266,66.25,65.77999877929688,66.12000274658203,54.17976379394531,1446700
2013-02-12,66.33999633789062,66.55999755859375,65.91000366210938,66.33999633789062,54.36003112792969,993300
2013-02-13,66.45999908447266,66.75,65.54000091552734,65.76000213623047,53.88478088378906,1461000
2013-02-14,65.41999816894531,66.23999786376953,65.2699966430664,65.80000305175781,53.917545318603516,1840100
2013-02-15,65.5,65.73999786376953,65.4000015258789,65.62999725341797,53.77823257446289,1639900
2013-02-19,65.75,66.29000091552734,65.6500015258789,66.19999694824219,54.24531936645508,1951000
2013-02-20,66.13999938964844,66.94999694824219,66.01000213623047,66.04000091552734,54.11421203613281,1705500
2013-02-21,65.95999908447266,65.95999908447266,65.12999725341797,65.37000274658203,53.56520080566406,1437900
2013-02-22,65.45999908447266,66.31999969482422,65.44000244140625,65.97000122070312,54.056846618652344,1504100
2013-02-25,66.20999908447266,66.66999816894531,64.75,64.75,53.05717086791992,1536800
2013-02-26,65.05999755859375,65.19999694824219,64.44999694824219,65.05999755859375,53.31117248535156,1326100
2013-02-27,64.93000030517578,66.30999755859375,64.81999969482422,65.97000122070312,54.056846618652344,1712900
2013-02-28,65.76000213623047,66.16999816894531,65.44000244140625,65.68000030517578,54.27168655395508,2081800
2013-03-01,65.38999938964844,65.87999725341797,64.66999816894531,65.5199966430664,54.13947296142578,2170500
2013-03-04,65.29000091552734,65.41000366210938,64.19999694824219,64.37999725341797,53.197509765625,1998800
2013-03-05,64.70999908447266,65.2300033569336,64.5,64.91000366210938,53.63544464111328,1965000
2013-03-06,64.95999908447266,65.31999969482422,64.63999938964844,64.95999908447266,53.6767578125,2132000
2013-03-07,65.12999725341797,65.69999694824219,65.0199966430664,65.2699966430664,53.93290710449219,1818700
2013-03-08,65.5,66.0199966430664,65.5,65.95999908447266,54.50307083129883,1760900
2013-03-11,65.94999694824219,66.26000213623047,65.9000015258789,66.12000274658203,54.63526153564453,2002000
2013-03-12,66.16000366210938,66.41000366210938,65.94999694824219,66.2300033569336,54.72615432739258,1070100
2013-03-13,66.29000091552734,67.41999816894531,66.18000030517578,67.18000030517578,55.511165618896484,1939600
2013-03-14,67.3499984741211,67.73999786376953,67.08999633789062,67.54000091552734,55.808631896972656,1557800
2013-03-15,67.31999969482422,68.83000183105469,67.2300033569336,68.80000305175781,56.849754333496094,4383000
2013-03-18,68.22000122070312,68.97000122070312,68.1500015258789,68.43000030517578,56.54401779174805,1705700
2013-03-19,68.6500015258789,68.72000122070312,67.94999694824219,68.44000244140625,56.55229949951172,1249400
2013-03-20,68.75,68.98999786376953,68.51000213623047,68.63999938964844,56.717552185058594,1183300
2013-03-21,68.2699966430664,68.75,67.7300033569336,68.0,56.18871307373047,994900
2013-03-22,68.13999938964844,68.44000244140625,67.8499984741211,68.05000305175781,56.23003387451172,825500
2013-03-25,68.27999877929688,68.52999877929688,67.7699966430664,67.91000366210938,56.114356994628906,1321600
2013-03-26,68.27999877929688,69.36000061035156,68.27999877929688,69.29000091552734,57.2546501159668,1844800
2013-03-27,68.94000244140625,70.0,68.54000091552734,69.9000015258789,57.75870132446289,2038900
2013-03-28,69.87000274658203,70.20999908447266,69.45999908447266,70.1500015258789,57.965274810791016,1694500
2013-04-01,70.0999984741211,70.54000091552734,69.58999633789062,69.9000015258789,57.75870132446289,2066000
2013-04-02,70.19000244140625,70.20999908447266,69.12999725341797,69.4000015258789,57.34552764892578,1287000
2013-04-03,69.51000213623047,70.54000091552734,69.41000366210938,70.18000030517578,57.99006271362305,2386200
2013-04-04,70.29000091552734,71.16999816894531,70.12999725341797,71.06999969482422,58.72547149658203,2528200
2013-04-05,70.43000030517578,71.7699966430664,70.33000183105469,71.55999755859375,59.130367279052734,3383000
2013-04-08,71.75,71.87999725341797,71.18000030517578,71.72000122070312,59.26258850097656,1583000
2013-04-09,71.86000061035156,71.88999938964844,71.2699966430664,71.55999755859375,59.130367279052734,1404600
2013-04-10,71.75,72.2699966430664,71.6500015258789,71.7699966430664,59.30390167236328,2016700
2013-04-11,72.04000091552734,72.66999816894531,71.9000015258789,72.44999694824219,59.865787506103516,1641000
2013-04-12,72.02999877929688,72.18000030517578,71.48999786376953,72.11000061035156,59.584842681884766,1038600
2013-04-15,71.8499984741211,71.86000061035156,70.54000091552734,70.83000183105469,58.52716064453125,1658900
2013-04-16,71.31999969482422,71.61000061035156,70.73999786376953,71.29000091552734,58.90727233886719,1216400
2013-04-17,70.93000030517578,71.12999725341797,69.54000091552734,70.12000274658203,57.94048309326172,2427800
2013-04-18,70.12000274658203,70.19999694824219,69.2300033569336,69.87000274658203,57.733917236328125,1559800
2013-04-19,69.94000244140625,71.04000091552734,69.91999816894531,70.9800033569336,58.651119232177734,2180600
2013-04-22,70.9800033569336,71.12999725341797,70.30000305175781,70.77999877929688,58.4858512878418,1032800
2013-04-23,71.16999816894531,71.80000305175781,70.66000366210938,71.48999786376953,59.07251739501953,1085500
2013-04-24,71.83000183105469,73.86000061035156,71.08000183105469,73.7699966430664,60.95649719238281,2780600
2013-04-25,73.81999969482422,74.97000122070312,72.86000061035156,74.48999786376953,61.55142593383789,2153900
2013-04-26,74.55999755859375,74.77999877929688,74.19000244140625,74.23999786376953,61.3448371887207,1283800
2013-04-29,74.4800033569336,74.9800033569336,74.04000091552734,74.95999908447266,61.93977737426758,1178500
2013-04-30,74.8499984741211,75.77999877929688,74.8499984741211,75.73999786376953,62.58433532714844,1759700
2013-05-01,75.44999694824219,76.4800033569336,75.31999969482422,75.6500015258789,62.50995635986328,1853300
2013-05-02,75.6500015258789,76.55000305175781,75.45999908447266,76.30999755859375,63.05531692504883,1549800
2013-05-03,76.69000244140625,77.0,76.37000274658203,76.83999633789062,63.493247985839844,1426400
2013-05-06,77.0199966430664,77.79000091552734,76.93000030517578,77.05999755859375,63.675045013427734,1669800
2013-05-07,77.02999877929688,77.30999755859375,76.91000366210938,77.20999908447266,63.79897689819336,1652100
2013-05-08,77.25,77.81999969482422,77.08000183105469,77.80000305175781,64.28648376464844,1026300
2013-05-09,77.75,78.16000366210938,77.5,77.66000366210938,64.17082977294922,1236200
2013-05-10,77.69000244140625,78.06999969482422,77.2699966430664,77.93000030517578,64.39393615722656,852600
2013-05-13,77.72000122070312,78.0999984741211,77.3499984741211,77.55999755859375,64.08820343017578,817200
2013-05-14,77.77999877929688,79.0199966430664,77.7300033569336,78.95999908447266,65.2450180053711,944500
2013-05-15,78.52999877929688,79.4800033569336,78.06999969482422,79.43000030517578,65.63337707519531,977800
2013-05-16,79.4000015258789,79.5999984741211,78.80999755859375,79.0199966430664,65.29458618164062,1391400
2013-05-17,80.23999786376953,83.27999877929688,80.23999786376953,82.19000244140625,67.91398620605469,5861300
2013-05-20,82.22000122070312,82.61000061035156,81.48999786376953,81.61000061035156,67.43473052978516,3576600
2013-05-21,81.58000183105469,82.44999694824219,81.16999816894531,81.45999908447266,67.31077575683594,3738300
2013-05-22,81.5,81.77999877929688,80.7699966430664,80.86000061035156,66.81498718261719,3381300
