,Date,Spread Return,Position,Correlation,Hurst Exponent,ADF t-statistic,ADF p-value,mu,theta,sigma2
38,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
39,2015-08-06,0.1437820877675786,-1,0.7375113722272186,0.2409143264868206,-4.122285633564108,0.0008895579744266965,0.28242995248457103,37.77146604905136,0.02232303437362097
40,2015-09-23,0.17915687569695593,-1,0.8296727491822832,0.2943470588564144,-4.106166235811199,0.0009460424301122449,0.2099465628887175,37.56384339020727,0.01085725650381704
41,2016-01-19,0.09633256964281535,-1,0.7856746785209797,0.24114096322874748,-3.49902055824485,0.00801228385854499,0.3631771145047031,28.00205072601387,0.007964901244797078
42,2016-03-16,0.34446497981296675,1,0.8424599810174035,0.2015009268641018,-4.222795673192735,0.000602740277762909,0.23861771102968146,33.685003758043855,0.02042053056745498
43,2016-06-27,0.21329116775307636,-1,0.8101459401842402,0.24131379067674175,-3.685215305444451,0.004325986123291719,0.2664154807148068,30.81229276484879,0.02604608543775705
44,2017-01-18,0.4609581906497082,1,0.8632474198238524,0.302839603059457,-3.937176134792315,0.0017776629942237723,0.165186857999792,30.837871342745935,0.01703128232194556
45,2017-05-11,0.48597595324507836,1,0.8666944876629772,0.33804552957914935,-3.742581644842942,0.0035525471276933013,0.17773280482441567,25.89872614367165,0.03197186629316178
46,2017-07-06,0.09393302353817809,-1,0.775174802078371,0.2201811125545079,-5.151697164666658,1.1024262994131814e-05,0.24689282866369844,57.1944728256918,0.00611689525892254
47,2017-08-21,0.23282994388008912,-1,0.7699186825173427,0.31028382195132365,-3.7414862179794923,0.0035660443061679495,0.2206116547862157,15.827941300881328,0.0165368257066186
48,2018-12-28,-0.07175663309622596,1,0.7273308677956474,0.21450066576928145,-4.773054025222543,6.122229337045517e-05,0.3791216310333841,38.328813596800245,0.002812915083445333
49,2015-02-24,0.1820073951320858,1,0.7752516855997685,0.26071316478241874,-3.7969179914629207,0.002939005844394649,0.22316927078035578,43.09842480866216,0.020257198363735348
50,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
51,2015-07-07,0.17102287857386303,1,0.7570996525565363,0.27121977386710744,-3.844790058637018,0.002480900049731309,0.30142058148555384,27.990029165657955,0.017870005167818743
52,2015-08-24,0.08608128871904533,-1,0.7882741647991339,0.3611938541362724,-3.450291447693628,0.00935934592154074,0.40319386280424263,27.815776335420985,0.006742447225764676
53,2016-01-19,0.09374130536468353,-1,0.8008527215690081,0.2433045220650774,-3.6840358549031973,0.0043433906777764885,0.3485947264739316,31.69466236700765,0.007303377657314352
54,2016-03-08,0.07615942411976274,-1,0.8187772064905067,0.258478757306969,-4.041626812118892,0.0012075599287856098,0.5034146714799831,36.867538657333114,0.018145190372678165
55,2018-08-28,0.3235479524542487,-1,0.8444585397868611,0.31320022288094634,-3.728769780288374,0.003726206119272872,0.1285164390974811,29.980914584202285,0.01104868662022986
56,2018-12-12,0.1774627089331722,1,0.7520118942718885,0.37654867768639194,-3.503045888400759,0.007909212901124146,0.5868102751102747,14.153270914623526,0.039409089270925894
57,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
58,2018-12-28,-1.4010792846602167,-1,0.8127424240486856,0.27985045821760784,-3.6760375205933578,0.004463115027362626,0.20033013512979944,23.20832217738267,0.012588916168712692
59,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
60,2015-05-05,0.35348135366140093,-1,0.8007307380970552,0.3092210631264289,-3.897667540451397,0.0020520799385296907,0.11830042993330711,29.04594628486198,0.014740359816913674
61,2015-08-06,0.1437820877675786,-1,0.7375113722272186,0.2409143264868206,-4.122285633564108,0.0008895579744266965,0.28242995248457103,37.77146604905136,0.02232303437362097
62,2015-11-30,0.2530712133050494,1,0.7619212220461622,0.2783474875646104,-3.7736300394883027,0.0031889351920434505,0.2092380472105381,32.56361101824694,0.015707786811016793
63,2017-05-24,0.15279454321179958,1,0.7962677575753275,0.3297333208565997,-4.101698927197907,0.0009622808094693794,0.3202990187464696,29.408301364329393,0.01975096925690537
64,2018-12-28,-0.2159650114955106,-1,0.8724262358009804,0.34304601263281403,-3.4513870106438773,0.009326957455569121,0.43931774852076544,22.569131110072306,0.012139079732127848
65,2015-03-02,0.17931742068212547,1,0.7192864142702338,0.32508201961661637,-4.253796814680352,0.0005335654704702193,0.30016737282963396,22.113692208843375,0.01760340410682398
66,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
67,2015-08-06,0.1420813288885088,-1,0.7376368732202143,0.23094899905719937,-4.286780635316257,0.00046821870913717813,0.29001336603579153,39.757564715872626,0.023369716543262926
68,2015-09-18,0.19085788639134157,-1,0.8314244976975276,0.2832105574365785,-4.057438707258049,0.0011378780197002158,0.20815481024673516,38.39674143719644,0.010739984863046878
69,2015-11-10,0.29097048692384253,-1,0.8600440452570124,0.31327925899142894,-4.688025113357977,8.862137546851685e-05,0.20770946258561515,23.571551280125384,0.02448893704950435
70,2018-03-05,0.27913741904941736,1,0.7709534121848891,0.32508085196617226,-4.451017004712898,0.00024084471725115928,0.3102496936573114,33.39653348658731,0.046503333963390195
71,2018-05-09,0.08436740731202572,1,0.7792201514878933,0.30122574917143385,-3.8507035371648803,0.0024291322896572024,0.495426294160212,28.38358752671915,0.010725714725422386
72,2018-07-19,0.35851166118309175,1,0.8728007270975874,0.21850110725149086,-3.7502895427904477,0.003458891781478242,0.14085931576760508,28.619102978051934,0.004762556431058984
73,2018-12-28,-0.8097357521894978,1,0.8377585162962183,0.21873120363854093,-3.5402548381332277,0.007011485486753122,0.1310360744973213,45.38565499853601,0.00872071233040942
74,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
75,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
76,2015-07-07,0.17267677467132736,1,0.7566793741649006,0.2715647758071081,-4.046904017398165,0.0011838725336657243,0.29879307950001593,27.605255080642912,0.017563353317414702
77,2017-12-19,0.15106029737799642,-1,0.7156819059483692,0.38441128866969937,-3.484495865725311,0.00839431610430062,0.4149637417365584,21.151862225039533,0.018108361568306964
78,2018-12-28,-0.25786644962747773,1,0.7057944130945678,0.4287179269385881,-3.5108082984302276,0.007713814276576973,0.45798955564618543,13.068817258682085,0.022951510594113284
79,2015-03-11,0.19337177086148538,1,0.9075969869346031,0.37657344007264476,-3.542278191413918,0.006965414667152533,0.14818829202899397,27.779856818288547,0.0060859772326531825
80,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
81,2016-07-26,0.12142787607592108,1,0.7309123957376406,0.36810609603205957,-3.709945627504829,0.00397541505730445,0.3798550716476908,27.0763961684142,0.00775286685218134
82,2016-09-08,0.31908420702526147,-1,0.7574681131522729,0.376162514224587,-3.897022369072127,0.0020568704422524323,0.2040465736507497,22.90355594687687,0.02896074446644047
83,2017-05-08,0.21285079618257507,-1,0.7084163456468822,0.22413326634026734,-4.559080328099655,0.00015356117133155458,0.26425758356521944,43.58401702059862,0.03690347954196402
84,2017-07-06,0.09393302353817809,-1,0.775174802078371,0.2201811125545079,-5.151697164666658,1.1024262994131814e-05,0.24689282866369844,57.1944728256918,0.00611689525892254
85,2018-12-24,0.12096836826040658,-1,0.7042563706938055,0.27335868009410935,-4.493428570131559,0.00020208667153844297,0.6167105618765443,29.228293160934513,0.05116786683573425
86,2018-12-28,-0.021285465604559642,1,0.7510793470863425,0.43292318855228323,-3.554397593398861,0.0066951380493219656,0.39608398722874355,17.93025947391211,0.021059760131527338
87,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
88,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
89,2015-07-07,0.17102287857386303,1,0.7570996525565363,0.27121977386710744,-3.844790058637018,0.002480900049731309,0.30142058148555384,27.990029165657955,0.017870005167818743
90,2015-09-14,0.14722717672329463,-1,0.7001657095316076,0.33722086443012844,-3.5861324136859314,0.006031748220570417,0.37638023145963817,20.278681045345643,0.018416369339926162
91,2016-01-19,0.0989777739687677,-1,0.8004842508689464,0.24452299262945343,-3.6530980807499778,0.004823382293620782,0.3461436632412028,32.07117615609551,0.0072653217680622665
92,2016-12-06,0.1461957525036659,-1,0.7114376972711717,0.2577070626458129,-3.491099617450173,0.008218638637782816,0.3270135576666034,28.061050654243783,0.022295904954857435
93,2017-04-06,0.2266583086762281,-1,0.8387554303736876,0.2450404730201427,-4.143798437088339,0.0008190870618615912,0.13458873659674883,37.00942715601917,0.013891477096447611
94,2017-06-19,0.3209748232101826,1,0.8549390061965768,0.30173456570736973,-3.682588964357462,0.004364829031238674,0.2343169626209363,29.599845797453572,0.030069461432846587
95,2017-08-18,0.24190879498314583,-1,0.7711051620472439,0.3059048188993949,-4.049379823472318,0.001172909705984287,0.2145412425837297,18.686017415166365,0.016558740159993653
96,2017-09-26,0.2648024039653053,1,0.8173313144276145,0.3111537707794476,-3.9892788260298437,0.001467702717076353,0.2555395794957903,35.55637408998203,0.03856243850082169
97,2018-12-28,-0.07175663309622596,1,0.7273308677956474,0.21450066576928145,-4.773054025222543,6.122229337045517e-05,0.3791216310333841,38.328813596800245,0.002812915083445333
98,2015-02-27,0.19575231692218892,1,0.7091933602357046,0.3268794653072345,-3.7776719269765175,0.003144202166767017,0.2631165816136842,29.243473852251142,0.02008528853666407
99,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
100,2015-08-06,0.16995382942668208,-1,0.735085795072419,0.2503171875113803,-3.8126622781885353,0.0027803880065025684,0.2708817438475306,34.18699172461631,0.020489330450938942
101,2015-10-16,0.06991719488863142,1,0.7282964195391326,0.20162534772582646,-5.018661026880016,2.038126436028958e-05,0.5241695116583756,55.52175933143738,0.007623523255080872
102,2017-05-24,0.15279454321179958,1,0.7962677575753275,0.3297333208565997,-4.101698927197907,0.0009622808094693794,0.3202990187464696,29.408301364329393,0.01975096925690537
103,2017-07-06,0.09393302353817809,-1,0.775174802078371,0.2201811125545079,-5.151697164666658,1.1024262994131814e-05,0.24689282866369844,57.1944728256918,0.00611689525892254
104,2018-12-24,0.12096836826040658,-1,0.7042563706938055,0.27335868009410935,-4.493428570131559,0.00020208667153844297,0.6167105618765443,29.228293160934513,0.05116786683573425
105,2015-02-27,0.19575231692218892,1,0.7091933602357046,0.3268794653072345,-3.7776719269765175,0.003144202166767017,0.2631165816136842,29.243473852251142,0.02008528853666407
106,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
107,2015-08-06,0.20930082277394388,-1,0.7331980619532249,0.25920581119593383,-3.452068741861008,0.009306853917532332,0.2718134536779334,30.466944211358456,0.020985262384682596
108,2015-10-16,0.06991719488863142,1,0.7282964195391326,0.20162534772582646,-5.018661026880016,2.038126436028958e-05,0.5241695116583756,55.52175933143738,0.007623523255080872
109,2018-12-28,-0.5088021566592986,-1,0.771598782438639,0.28716252840863454,-3.6691225653600665,0.00456904185349789,0.5412839393161293,30.46835874145873,0.013180567892472652
110,2015-02-24,0.1820073951320858,1,0.7752516855997685,0.26071316478241874,-3.7969179914629207,0.002939005844394649,0.22316927078035578,43.09842480866216,0.020257198363735348
111,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
112,2015-07-07,0.17102287857386303,1,0.7570996525565363,0.27121977386710744,-3.844790058637018,0.002480900049731309,0.30142058148555384,27.990029165657955,0.017870005167818743
113,2015-08-24,0.08608128871904533,-1,0.7882741647991339,0.3611938541362724,-3.450291447693628,0.00935934592154074,0.40319386280424263,27.815776335420985,0.006742447225764676
114,2015-09-30,0.09522999604964061,-1,0.8035019189939209,0.25983576701004696,-3.8240506701854913,0.002670611251620851,0.3505171536134842,34.50320676590354,0.006673883790608506
115,2015-12-09,0.18192256487142744,1,0.7062750583693251,0.25055743575079054,-3.9494191407914148,0.0016997996173865526,0.387009453134807,34.602996660765,0.021470844996607584
116,2016-04-25,0.12008198858480895,1,0.7027891727197315,0.33874307029096484,-3.67334207850218,0.004504135780068751,0.4843226119225075,26.71157339203115,0.014108844207199881
117,2018-12-18,0.19618473296834385,-1,0.7067239426163705,0.18874425975721448,-3.577226496840895,0.0062116344179688745,0.38074209387565977,27.651807230414974,0.05242327698348533
118,2015-03-11,0.19337177086148538,1,0.9075969869346031,0.37657344007264476,-3.542278191413918,0.006965414667152533,0.14818829202899397,27.779856818288547,0.0060859772326531825
119,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
120,2015-07-07,0.17267677467132736,1,0.7566793741649006,0.2715647758071081,-4.046904017398165,0.0011838725336657243,0.29879307950001593,27.605255080642912,0.017563353317414702
121,2017-12-19,0.15106029737799642,-1,0.7156819059483692,0.38441128866969937,-3.484495865725311,0.00839431610430062,0.4149637417365584,21.151862225039533,0.018108361568306964
122,2018-02-12,0.4754151365408674,-1,0.7503168772583222,0.36029331868054504,-3.680236883260804,0.004399885720134229,0.22731607816648286,22.115021382573403,0.021112602284002996
123,2018-12-28,-0.8240993423305887,1,0.7825337799390358,0.19589550758685642,-3.7433079179417827,0.0035436242766159433,0.3098006089857182,47.014023442781905,0.010973763734885384
124,2015-03-02,0.2138551146900486,1,0.719770980201687,0.30551340389599263,-3.8956401255529367,0.002067168707459213,0.3029009100038032,21.542140005627267,0.01872634070213192
125,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
126,2015-07-07,0.17102287857386303,1,0.7570996525565363,0.27121977386710744,-3.844790058637018,0.002480900049731309,0.30142058148555384,27.990029165657955,0.017870005167818743
127,2015-09-14,0.14722717672329463,-1,0.7001657095316076,0.33722086443012844,-3.5861324136859314,0.006031748220570417,0.37638023145963817,20.278681045345643,0.018416369339926162
128,2016-01-19,0.0989777739687677,-1,0.8004842508689464,0.24452299262945343,-3.6530980807499778,0.004823382293620782,0.3461436632412028,32.07117615609551,0.0072653217680622665
129,2016-03-03,0.33656986524624016,1,0.7722961439282768,0.2220085983278072,-3.6182014751026697,0.005422438547747061,0.2212992862863628,31.623018214714392,0.028692721542448944
130,2018-12-28,-1.8573837160582867,1,0.8534800756944604,0.31788523098327287,-4.174654008441355,0.0007271051672856112,0.27758365650763717,38.97268815387999,0.013810976831540114
131,2015-03-11,0.19337177086148538,1,0.9075969869346031,0.37657344007264476,-3.542278191413918,0.006965414667152533,0.14818829202899397,27.779856818288547,0.0060859772326531825
132,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
133,2015-07-07,0.17267677467132736,1,0.7566793741649006,0.2715647758071081,-4.046904017398165,0.0011838725336657243,0.29879307950001593,27.605255080642912,0.017563353317414702
134,2017-12-19,0.15106029737799642,-1,0.7156819059483692,0.38441128866969937,-3.484495865725311,0.00839431610430062,0.4149637417365584,21.151862225039533,0.018108361568306964
135,2018-12-28,-0.25786644962747773,1,0.7057944130945678,0.4287179269385881,-3.5108082984302276,0.007713814276576973,0.45798955564618543,13.068817258682085,0.022951510594113284
136,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
137,2018-12-28,-1.399002668843902,-1,0.8127155315548246,0.2802069964593967,-3.585317423548536,0.006048011367423012,0.19874012888566525,23.248096666518702,0.0125135934181377
138,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
139,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
140,2015-07-07,0.17102287857386303,1,0.7570996525565363,0.27121977386710744,-3.844790058637018,0.002480900049731309,0.30142058148555384,27.990029165657955,0.017870005167818743
141,2015-09-14,0.14722717672329463,-1,0.7001657095316076,0.33722086443012844,-3.5861324136859314,0.006031748220570417,0.37638023145963817,20.278681045345643,0.018416369339926162
142,2016-01-19,0.10330177279591161,-1,0.7881497139985195,0.18862549523234493,-3.4534154086534077,0.009267256125050041,0.34612115619322864,27.981127626992343,0.009275277048592654
143,2016-12-06,0.15183803840698162,-1,0.7112969147319259,0.2545622765575942,-3.5420285821612234,0.006971083337442719,0.3316576683330606,29.607185510781132,0.022924143711564343
144,2017-02-07,0.1586270199283442,1,0.8944035695326632,0.28106369187388414,-3.6694465437203005,0.0045640282268735975,0.3191301863989706,30.512350705889055,0.00999464035582132
145,2018-12-28,-0.32844797585729973,1,0.8517753977114053,0.36488799681147904,-3.613225123535119,0.005513167485909799,0.5838286720970898,29.806999897679432,0.010826787686035766
146,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
147,2018-12-28,-1.4010792846602167,-1,0.8127424240486856,0.27985045821760784,-3.6760375205933578,0.004463115027362626,0.20033013512979944,23.20832217738267,0.012588916168712692
148,2015-03-02,0.21317013104957624,1,0.7199893678437869,0.30392457270418416,-4.0375598438047575,0.001226116044798553,0.3033657953290754,22.929175752191174,0.018591508466974434
149,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
150,2016-07-26,0.12142787607592108,1,0.7309123957376406,0.36810609603205957,-3.709945627504829,0.00397541505730445,0.3798550716476908,27.0763961684142,0.00775286685218134
151,2016-11-22,0.11035588514845816,1,0.7737490574349071,0.249264002383493,-4.238552558067249,0.0005665889954029932,0.32856676524782674,57.72113098309194,0.019190994527528458
152,2017-04-06,0.2266583086762281,-1,0.8387554303736876,0.2450404730201427,-4.143798437088339,0.0008190870618615912,0.13458873659674883,37.00942715601917,0.013891477096447611
153,2018-03-23,0.14690830041557443,-1,0.7114881057756014,0.2580200364711977,-4.1585020873892145,0.000773971434357207,0.3086176206150489,36.5638778525756,0.02801122178127147
154,2018-08-20,0.25844030220703335,1,0.8174728482354711,0.31338194419944276,-3.7563600447083365,0.0033867321517926873,0.23705880904093357,23.18919694345819,0.020628608670381778
155,2018-12-28,-0.046323654346076916,-1,0.8670652443170487,0.16282660131973192,-4.735168226700145,7.224188074684464e-05,0.12872189376409063,52.83115758873083,0.007323758890498025
156,2015-03-11,0.19337177086148538,1,0.9075969869346031,0.37657344007264476,-3.542278191413918,0.006965414667152533,0.14818829202899397,27.779856818288547,0.0060859772326531825
157,2015-04-30,0.35734807245505507,-1,0.7952024933170464,0.33152378557149653,-3.7948922380614256,0.0029600085399881025,0.12714842921187725,27.725469408434492,0.014876522372828348
158,2015-07-07,0.17102287857386303,1,0.7570996525565363,0.27121977386710744,-3.844790058637018,0.002480900049731309,0.30142058148555384,27.990029165657955,0.017870005167818743
159,2017-12-19,0.14915244807664396,-1,0.7148099611517028,0.38687542432413735,-3.435781473195746,0.00979790707306137,0.4183666137070883,20.71193011284445,0.018453301692377803
160,2018-12-28,-1.0107149847996602,1,0.8010833530710271,0.12951652225531146,-4.794305417493607,5.5766658247195596e-05,0.2779394257498138,61.72088026343935,0.011577246820111641
161,2015-03-10,0.22069547380328225,-1,0.7148357422592378,0.23917019537581,-3.849958297011423,0.002435600886636291,0.35258687708425146,33.49248862304585,0.017597809328804975
162,2015-05-05,0.35348135366140093,-1,0.8007307380970552,0.3092210631264289,-3.897667540451397,0.0020520799385296907,0.11830042993330711,29.04594628486198,0.014740359816913674
163,2015-08-06,0.20930082277394388,-1,0.7331980619532249,0.25920581119593383,-3.452068741861008,0.009306853917532332,0.2718134536779334,30.466944211358456,0.020985262384682596
164,2015-10-16,0.06991719488863142,1,0.7282964195391326,0.20162534772582646,-5.018661026880016,2.038126436028958e-05,0.5241695116583756,55.52175933143738,0.007623523255080872
165,2018-12-28,-0.5176565830485473,-1,0.7717747999671204,0.2901741649128933,-3.9541005990624285,0.0016708726743152903,0.5437773099010944,32.50065440491856,0.01323789805828603
