Date,LYB,AXP,VZ,AVGO,BA,CAT,JPM,CVX,KO,ABBV,DIS,FLT,EXR,XOM,PSX,GE,HPQ,HD,MPWR,IBM,JNJ,LULU,MCD,MRK,MMM,AWK,BAC,PFE,PG,T,TRV,RTX,ADI,WMT,CSCO,INTC,GM,MSFT,DG,CI,KMI,C,AIG,MO,HCA,IP,HPE,ABT,AFL,APD,RCL,HES,ADM,ADP,VRSK,AZO,LIN,AVY,ENPH,MSCI,BALL,AXON,DAY,CARR,BK,OTIS,BAX,BDX,BRK-B,BBY,BSX,BMY,BF-B,CTRA,CPB,HLT,CCL,QRVO,BLDR,UDR,CLX,PAYC,CMS,CL,EPAM,CMA,CAG,ABNB,ED,GLW,CMI,CZR,DHR,TGT,DE,D,DOV,LNT,STLD,DUK,REG,ETN,ECL,RVTY,EMR,EOG,AON,ETR,EFX,EQT,IQV,IT,FDX,FMC,BRO,F,NEE,BEN,GRMN,FCX,DXCM,GD,GIS,GPC,ATO,GWW,HAL,DOC,LHX,PODD,CTLT,FTV,HSY,SYF,HRL,AJG,MDLZ,CNP,HUM,WTW,ITW,CDW,TT,IPG,IFF,GNRC,NXPI,K,BR,KMB,KIM,ORCL,KR,LEN,LLY,BBWI,CHTR,L,LOW,HUBB,IEX,MMC,MAS,SPGI,MDT,VTRS,CVS,DD,MU,MSI,CBOE,LH,NEM,NKE,NI,NSC,PFG,ES,NOC,WFC,NUE,OXY,OMC,OKE,RJF,PCG,PH,ROL,PPL,COP,PHM,PNW,PNC,PPG,PGR,VLTO,PEG,RHI,COO,EIX,SLB,SCHW,SHW,WST,SJM,SNA,AME,UBER,SO,TFC,LUV,WRB,SWK,PSA,ANET,SYY,CTVA,TXN,TXT,TMO,TJX,GL,JCI,ULTA,UNP,KEYS,UNH,BX,MRO,BIO,VTR,VFC,VMC,WY,WHR,WMB,CEG,WEC,ADBE,AES,EXPD,AMGN,AAPL,ADSK,CTAS,CMCSA,TAP,KLAC,MAR,FI,MKC,PCAR,COST,SYK,TSN,LW,AMAT,AAL,CAH,CINF,PARA,DHI,EA,FICO,FAST,MTB,XEL,FITB,GILD,HAS,HBAN,WELL,BIIB,NTRS,PKG,PAYX,QCOM,ROST,IDXX,SBUX,KEY,FOXA,FOX,STT,NCLH,USB,AOS,GEN,TROW,WM,STZ,XRAY,ZION,IVZ,INTU,MS,MCHP,CB,HOLX,CFG,JBL,ORLY,ALL,EQR,BWA,KDP,HST,INCY,SPG,EMN,AVB,PRU,UPS,WBA,STE,MCK,LMT,COR,COF,WAT,NDSN,DLTR,DRI,EVRG,MTCH,DPZ,NVR,NTAP,ODFL,DVA,HIG,IRM,EL,CDNS,TYL,UHS,SWKS,DGX,ROK,KHC,AMT,REGN,AMZN,JKHY,RL,BXP,APH,HWM,PXD,VLO,SNPS,ETSY,CHRW,ACN,TDG,YUM,PLD,FE,VRSN,PWR,HSIC,AEE,ANSS,FDS,NVDA,CTSH,ISRG,TTWO,RSG,EBAY,GS,SBAC,SRE,MCO,ON,BKNG,FFIV,AKAM,CRL,MKTX,DVN,GOOGL,TECH,TFX,ALLE,NFLX,WBD,A,TRMB,ELV,CME,JNPR,BLK,DTE,CE,NDAQ,PM,IR,CRM,ROP,HII,MET,TPR,CSX,EW,AMP,ZBRA,ZBH,CPT,CBRE,MA,KMX,ICE,FIS,CMG,WYNN,LYV,AIZ,NRG,MNST,RF,BKR,MOS,EXPE,CF,APA,LDOS,GOOG,FSLR,TEL,DFS,V,MAA,XYL,MPC,TSCO,AMD,RMD,MTD,VICI,CPRT,J,ALB,FTNT,MRNA,ESS,CSGP,O,WRK,WAB,POOL,WDC,PEP,FANG,PANW,NOW,CHD,FRT,MGM,AEP,INVH,PTC,JBHT,LRCX,MHK,GEHC,PNR,VRTX,AMCR,META,TMUS,URI,ARE,HON,DAL,UAL,STX,NWS,CNC,MLM,TER,PYPL,TSLA,ACGL,DOW,EG,TDY,NWSA,EXC,GPN,CCI,APTV,ALGN,ILMN,KVUE,TRGP,BG,LKQ,ZTS,EQIX,DLR,MOH,LVS
2012-12-31,2.9479,3.4059,3.7245,3.2128,9.6859,3.3413,0.8571,1.5503,4.9584,16.0558,2.1512,4.9625,2.6436,2.3791,1.5995,1.7891,1.2373,5.2135,3.0601,11.4761,2.9967,14.525,5.7907,2.3474,3.6555,1.4771,0.573,2.2735,2.8329,2.0731,1.0784,2.9006,3.0433,3.0889,1.9802,2.0049,1.7463,3.0998,3.0609,1.5645,2.6415,0.6221,0.5318,20.0849,-1.3833,2.7753,,3.8746,1.5589,2.7693,0.8925,0.8577,0.9534,4.3277,33.2826,-8.0918,,2.1999,2.6305,2.6548,6.177,5.2661,,,0.8493,,5.2784,3.4456,,1.1424,1.1452,3.9489,5.7941,4.9063,9.9818,,1.2058,,,2.0189,170.5883,,2.0243,22.5643,2.7519,0.8319,2.5959,,1.3705,0.868,3.1188,,2.0362,2.3549,4.899,2.8165,2.3912,,1.2514,1.0995,3.0357,1.6688,3.4655,1.8781,3.6601,2.463,2.2826,1.232,3.3482,2.4486,,14.0541,1.8557,5.4315,2.026,3.0961,1.8268,2.9823,,1.8507,12.2466,2.1472,3.7414,3.2901,1.3074,4.6508,2.042,1.9349,3.0502,23.1361,,,15.3015,,2.9181,2.5986,1.4024,1.9131,1.2274,,2.6685,,2.0196,2.1617,4.346,5.0404,6.3286,8.3268,3.5697,6.6271,2.0778,,3.5867,2.0871,3.8762,-26.351,51.7065,0.8243,2.8083,2.6559,2.6253,2.8684,18.476,19.8152,2.4155,3.3522,1.6009,,0.868,4.7835,10.7483,3.0155,1.6796,4.6432,1.3881,2.0025,,1.3282,1.7434,1.2437,1.7949,1.5511,3.8137,4.1074,1.5782,1.3215,2.3827,9.0678,1.5891,1.4669,3.204,1.4077,0.8708,5.1085,2.1242,,1.4361,5.3186,,1.561,2.647,2.1037,9.3806,2.5631,1.8153,2.5524,3.6009,,2.0452,1.1019,1.0808,1.1903,1.8726,4.7338,,3.7967,,3.1637,2.3358,1.4856,8.9305,1.1246,2.6575,8.8633,2.9752,,1.7771,3.1708,1.1846,1.4764,2.1209,3.2446,1.7935,3.7016,1.8595,4.6441,,2.0503,2.7987,1.7423,,3.4752,3.9374,3.9363,2.4224,1.9958,0.9731,2.3661,,,5.004,2.7297,3.3974,2.4244,1.1535,,1.8937,,2.1388,1.1683,2.3669,1.7585,2.3628,2.8847,8.8667,1.351,,1.0236,5.9821,3.0944,1.0116,1.7166,4.9848,1.598,3.8968,6.6695,2.991,7.0929,7.9746,7.7132,0.7877,,,1.0722,,1.7546,2.4385,2.5315,4.3159,2.4633,2.3244,2.5453,0.8004,1.393,6.4172,0.6229,3.2911,0.985,1.7905,,1.9121,4.8615,0.9404,2.5402,2.7192,,,-12.4565,8.3303,3.5463,2.2684,0.6427,15.117,,2.2095,2.9921,765.7405,4.3504,0.8499,5.1626,6.0618,5.9884,3.1106,,,-1.8511,3.0382,2.7305,2.879,2.8021,0.4472,5.1265,7.4942,4.1336,10.1878,1.7216,2.0292,2.2251,5.946,,8.5497,13.2666,13.8862,3.2289,3.6383,3.1318,4.2693,,2.3088,1.0474,1.9206,,6.774,10.2751,11.7711,13.9276,1.3469,1.3348,-646.4723,1.6282,2.7089,1.1266,3.2151,6.6452,1.626,4.5792,5.4464,1.7691,1.3886,3.1641,0.8893,13.7493,1.6686,29.1182,2.322,7.8389,5.5397,3.095,3.0281,5.4238,0.9905,3.2412,3.6237,1.6408,,6.9205,3.5886,2.7488,3.9755,0.7772,0.7887,1.449,1.4257,1.4015,4.1063,0.7921,-40.1971,,11.1355,,3.2223,0.5764,7.5625,,7.0348,1.4178,2.331,1.9734,2.2385,4.2566,8.8256,2.8334,2.4707,1.5369,7.5196,-43.6788,1.3102,0.5267,0.7589,14.0628,0.6708,,1.8427,3.6339,2.1641,,1.5764,,0.7454,1.9296,2.111,4.3498,2.9942,2.4277,1.8273,6.0721,,3.3957,7.1607,,6.0453,1.4466,3.024,6.5956,,3.1678,3.0563,3.0078,,3.2832,7.0183,1.2551,,1.5305,,15.4245,3.6319,5.2649,1.3044,,,3.2591,8.9172,1.3181,1.6797,,1.6223,9.1012,,4.906,0.5919,2.6777,1.4419,,-4.7371,,3.9526,,2.2213,3.0686,,,30.9037,1.2409,,0.8444,2.0917,,,2.8957,,5.1797,3.885,5.2017,,15.5817,1.0446,3.193,,4.2935,3.0187,1.6113,5.3825
2013-03-29,3.1278,3.8631,4.2175,3.5105,8.6997,3.1175,0.9215,1.6472,5.5489,21.753,2.4365,6.3314,2.9001,2.4176,2.0374,1.9381,2.0243,5.8311,3.2193,12.4515,3.4089,10.3238,6.5647,2.5209,4.0567,1.6309,0.6031,2.5225,3.1834,2.2897,1.2432,3.2695,3.29,3.2272,2.0083,2.111,1.3978,3.1249,3.3186,1.8463,2.9294,0.7067,0.5759,19.3665,-1.9399,3.0321,,2.456,1.5663,2.8416,0.8731,1.0909,1.1724,4.8065,29.3954,-9.2353,,2.7398,5.3127,2.7402,6.6148,4.7652,,,0.9394,,5.6704,4.0413,,2.4465,1.6302,4.9376,10.1646,6.6981,12.2948,,1.1367,,,2.098,76.2768,,2.2475,31.1707,3.4374,0.9655,2.9446,,1.5034,0.9196,3.3037,,2.1797,2.6515,4.4756,3.0852,2.63,,1.4322,1.249,3.333,1.9087,3.8381,2.0857,3.8304,2.5299,2.5283,1.2225,3.4366,2.8,,15.9171,1.9313,5.4671,2.4805,2.9314,2.0322,3.4025,,1.7519,15.8067,2.1552,4.5303,3.942,1.5193,4.999,2.3969,2.1364,3.1251,10.6007,,,17.7852,,3.739,3.1235,1.7078,2.3457,1.1969,,2.6779,,2.2449,2.4209,4.7817,4.68,7.4177,8.3843,3.9259,8.0637,2.3963,,4.049,2.1995,4.3097,-12.6805,81.7117,0.8872,3.0375,2.9833,2.9753,3.1358,25.6046,14.1981,2.6692,3.9865,1.7719,,1.4102,5.63,11.7315,3.0226,1.4976,4.9748,1.6044,2.3977,,1.4618,1.7567,1.3203,1.9381,1.5442,4.8523,4.5785,1.8523,1.4395,2.5254,9.8417,1.734,1.5036,3.4387,1.5827,0.9742,3.9968,2.3856,,1.5873,6.129,,1.7158,2.7953,2.5427,10.0946,2.9912,2.0219,2.6341,4.023,,2.2605,1.1883,1.41,1.3784,1.9616,5.0663,,4.0,,3.5791,2.5787,1.7536,9.2998,1.3011,3.1635,6.578,3.3178,,1.8464,4.1381,1.2838,1.7584,2.397,3.6581,1.8074,4.0319,2.0791,5.3243,,2.3366,3.2091,2.0234,,3.9363,3.0678,4.5354,2.5423,2.2741,1.1428,2.5425,,,5.7169,3.0046,4.5791,2.9096,1.4482,,2.2653,,2.0771,1.3315,3.1254,2.0872,2.3429,3.0585,9.2808,1.3908,,1.0577,7.3374,3.8665,1.1353,1.9374,6.2116,1.7142,4.3962,7.9469,3.0584,7.6297,7.9681,8.0205,0.9157,,,1.3247,,1.8188,2.7519,3.1376,4.7172,2.8563,3.0535,2.7131,0.9107,1.558,6.9692,0.7044,3.7143,1.0804,2.023,,1.7166,5.5074,1.1362,1.9672,2.8904,,,-19.1684,8.4746,3.4644,1.8922,0.6864,20.4455,,2.5745,3.5563,102.4202,5.0473,0.7911,5.4627,5.954,6.5997,3.4278,,,-2.1939,3.4769,2.6619,3.0862,3.2929,0.5531,6.1944,7.8014,3.861,12.0162,2.1996,2.1147,2.1265,5.9748,,8.2774,12.2286,14.3659,3.6873,4.1004,3.0305,4.7583,,2.3437,1.3742,2.1206,,6.3554,9.6598,11.1651,14.1411,1.4907,1.358,-184.3085,1.5929,3.1436,1.335,3.7725,7.4781,1.6357,4.4325,5.2586,2.5171,1.5476,3.3297,0.9948,13.1587,1.8659,26.0826,2.6899,8.4928,4.902,2.6323,3.395,5.5218,1.1623,3.4845,3.4742,1.9539,,13.0465,4.4176,2.7244,3.9232,0.828,0.9506,1.3386,1.7726,1.5524,3.8325,1.0291,-35.2915,,11.0445,,3.7418,0.6669,6.2552,,5.8885,1.6725,2.7092,2.2319,2.2334,5.3,9.8524,3.1521,3.1844,1.7573,7.8289,-80.4327,1.8397,0.6813,0.8872,11.2682,0.7596,,1.94,3.7633,2.013,,1.7697,,0.6396,2.2805,2.2809,4.7154,3.1376,2.515,2.4747,7.0325,,3.7623,8.0749,,6.4392,1.8533,3.0856,6.9871,,3.177,3.6466,1.9775,,3.6739,7.8374,1.4366,,2.121,,18.0913,4.2819,5.3955,1.4714,,,3.6907,9.997,1.4819,2.1063,,1.7459,16.078,,5.1535,1.1822,3.2217,1.4816,,-7.2361,,3.977,,2.3069,3.4123,,,25.7386,1.3949,,1.1504,2.4804,,,3.4082,6.9196,5.8379,4.8826,5.106,,19.7856,1.0405,3.1807,23.5543,4.5071,3.1912,1.824,6.3412
2013-06-28,3.1682,4.3151,4.2284,3.534,10.3268,3.0789,1.0088,1.6064,5.5439,18.4012,2.6123,6.3029,3.0406,2.4252,1.6871,1.9573,2.0324,6.9034,2.9938,11.9341,3.4619,10.1801,6.5424,2.9529,4.222,1.6024,0.6395,2.5306,3.1529,2.2151,1.2087,3.166,3.113,3.4745,2.2878,2.2362,1.6364,3.6528,3.188,2.1159,2.8937,0.7617,0.6771,19.7147,-1.8231,2.9389,,2.4343,1.9785,2.9067,0.8743,0.9552,1.1768,5.3979,27.505,-9.8215,,2.8115,7.2546,2.5815,6.0195,5.4768,,,0.9486,,5.1553,4.0703,,3.1852,1.894,5.1079,8.8764,6.5342,10.6498,,1.1462,,,2.2666,74.5766,,2.1817,34.903,3.7867,1.0757,2.7656,,1.4372,0.9819,3.0697,,2.1604,2.6748,3.8148,2.9831,2.6678,,1.3418,1.1875,3.1118,2.0213,3.7821,1.9561,3.8757,2.4891,2.6316,1.3387,3.3905,3.133,-6.875,16.2549,1.7994,5.371,2.4414,3.171,2.0842,2.957,,1.4418,21.9482,2.3533,4.6889,3.9326,1.4403,5.5419,2.5325,1.9489,3.4567,12.1327,,,17.9657,,3.3947,3.2537,1.621,2.4019,1.4237,,3.0541,15.0091,2.3392,2.9363,4.4718,12.292,7.0011,9.2346,3.9487,8.5456,2.3376,,3.8998,1.8666,3.634,-14.3382,205.5726,0.9018,3.3098,2.9767,2.9908,3.2464,19.5375,11.921,2.7771,4.0379,1.7995,,2.0144,5.6191,13.137,3.4915,1.3265,5.1354,1.5671,2.2469,,1.4054,2.0372,1.4726,1.8264,1.7217,5.3203,4.0829,1.6935,1.4579,2.4813,9.8455,1.639,1.5249,3.1573,1.5125,1.0621,4.1422,2.3502,,1.4893,5.381,,1.6773,2.5812,3.0757,10.1245,3.0985,2.1232,2.7722,3.7363,,2.1292,1.234,1.373,1.3114,1.8833,5.0934,,3.9049,,3.4944,2.1415,1.9286,9.5762,1.5762,3.2481,7.9466,3.5088,,2.1284,4.2316,1.2886,1.5497,2.2815,4.0788,1.6496,3.1674,1.9915,4.7224,,2.2374,3.3033,1.8848,,3.593,3.0139,3.6602,2.5345,2.2185,1.0965,2.6549,,,5.4105,3.1057,4.6108,2.8353,1.4667,,2.5973,,2.7003,1.3163,3.123,1.7512,2.7895,3.1908,7.9734,1.4652,,1.1917,7.0423,3.9833,1.2246,1.795,6.4649,1.7932,4.5667,7.505,2.8085,7.5576,8.8389,8.5468,1.0226,,,1.5181,,1.9144,2.6773,2.8476,4.401,2.8937,3.2725,2.6082,1.0369,1.7319,5.076,0.7764,3.7577,1.1239,1.7345,,1.8725,6.2015,1.1511,2.0356,3.1158,,,-107.4816,8.4493,3.295,2.0391,0.9682,22.5786,,2.6079,3.5316,50.0737,5.3311,0.913,5.6398,6.0505,6.5412,3.1818,,,-2.4616,3.4789,2.8919,3.1884,3.0984,0.7414,4.696,7.7611,3.9341,11.9875,2.1956,2.0925,2.4492,5.7891,,8.2249,14.7604,14.4757,3.7853,4.2429,2.9502,4.8148,,2.6482,1.0582,2.0368,,6.0312,9.2862,10.2462,14.0314,1.3846,1.2201,-24.5764,1.454,3.19,1.311,3.4006,7.4318,1.6805,3.5472,5.4708,2.2658,1.5931,3.1002,1.017,21.7046,1.8605,30.4378,2.5399,7.2305,3.6429,3.0889,3.1047,6.4806,1.0497,3.7041,3.45,1.7704,,10.7192,4.2883,2.7766,3.2813,1.002,1.1607,1.3735,1.7429,1.5435,3.6032,0.9274,-25.918,,8.974,,3.2443,0.8654,6.6587,,4.8051,1.9544,2.4686,2.1436,2.2216,4.7755,9.9517,3.3643,3.3623,1.8993,8.236,-146.8707,2.1681,0.8173,0.8845,11.782,0.9062,,1.7512,3.6486,2.0423,,2.0709,,1.0638,2.4002,2.3628,4.9893,2.9279,2.4326,1.9585,7.1763,,3.9922,7.4878,,5.3336,1.7624,4.0442,5.0053,,3.3841,4.2487,1.8521,,3.668,7.036,1.8595,,2.2384,,20.2481,3.9719,5.0081,1.6864,,,3.4492,9.4146,1.6073,1.9909,,2.0252,13.3716,,4.867,1.4554,2.9231,1.3195,,-13.5335,,4.6031,0.7046,2.5531,3.2332,,,20.3217,1.3936,,0.9678,2.3539,0.7046,,3.0809,7.2158,6.2864,5.8191,6.7035,,22.6735,1.0723,3.597,19.3063,3.9423,2.714,1.9267,5.8212
2013-09-30,3.4618,4.24,3.8166,3.9174,9.9036,2.9813,0.9952,1.6214,5.2262,19.8256,2.536,7.6677,3.3603,2.2377,1.6394,1.9829,1.6388,7.0197,3.5913,10.2053,3.4998,10.8311,6.342,2.9382,4.586,1.5857,0.6771,2.4388,3.0918,2.0955,1.276,3.4617,3.1483,3.3599,2.1239,2.0592,1.7279,3.3987,3.4925,2.2016,2.7776,0.7542,0.7267,17.295,-2.2825,2.7633,,2.1768,1.9669,3.1726,0.9596,1.1174,1.2429,5.6431,22.5833,-8.5915,,2.7121,8.4281,3.1995,5.7658,8.2627,,,0.9812,,4.6013,3.8527,,3.5554,2.4022,5.174,8.6445,6.7554,10.475,,1.0526,,,2.1365,131.5892,,2.069,30.8359,4.5225,1.0433,2.387,,1.3274,0.9797,3.5058,,2.2632,2.5206,3.6275,3.218,2.9013,,1.4803,1.1453,2.9812,2.0299,4.3922,2.203,4.3675,3.103,3.0379,1.1974,3.3389,3.4161,-8.1268,17.3784,2.0466,7.386,2.3673,3.2473,1.9554,3.1876,,1.6826,26.974,2.4292,4.4538,3.9855,1.496,5.5307,3.4399,1.7491,3.8896,16.2415,,,15.4189,,3.6502,2.8848,1.7298,2.4112,1.5202,,3.2651,5.95,2.6639,3.485,4.6846,11.339,7.7934,7.5083,4.5112,7.733,2.2206,3.4719,4.3393,1.7827,3.3578,-20.5736,224.1078,0.9353,3.8337,3.0414,3.5225,3.399,16.0247,18.4753,2.8681,4.5326,1.8091,,1.9845,5.8993,12.1876,3.4816,1.2127,5.7326,1.6937,2.344,,1.3642,2.3435,1.4471,2.0509,1.7614,4.8847,5.0211,1.5909,1.3004,2.6646,9.508,1.5547,1.6632,1.4266,1.4082,1.0354,4.5731,2.4067,,1.4692,6.0294,,1.5489,3.0861,2.9628,10.3085,3.4321,2.1758,2.9096,3.8304,,1.9165,1.2262,1.4662,1.3281,2.09,5.294,,3.602,,4.0127,2.1633,2.0211,10.4755,1.7544,3.172,8.8747,3.4684,,2.274,4.9072,1.3032,1.5855,2.0296,3.887,1.7431,3.094,2.4862,5.0204,,2.1898,3.8169,2.0477,,3.8812,3.5057,4.4661,2.8602,2.3646,1.1093,2.8913,,,4.7904,3.04,4.6406,2.9253,1.6063,,3.0339,,2.8113,1.3271,3.4503,1.5456,3.427,3.6669,8.5261,1.4357,,1.0934,8.8376,4.0142,1.2292,1.695,7.0426,1.6708,5.0971,8.4954,3.2019,8.1692,9.7896,12.9091,1.0478,,,1.4705,,1.9019,3.3385,3.0565,4.1209,2.882,2.3971,2.5331,0.9495,1.6559,5.3092,0.8411,3.9382,1.1277,2.8764,,1.8814,6.8032,1.1651,1.8299,3.4469,,,202.8173,7.9463,3.3487,1.9417,1.0554,23.5393,,2.5657,3.6716,32.056,6.0818,0.9838,5.5918,5.9885,7.0071,2.9115,,,-2.8601,3.3404,3.6075,3.3443,2.8343,0.7481,4.8774,7.531,3.4968,13.4145,2.3641,2.2195,2.4423,5.7356,,8.2974,18.2926,15.7192,4.0227,3.7738,2.971,4.6347,,3.4503,1.0134,2.1275,,9.6003,10.0643,-21.664,14.5196,1.3739,1.2152,-14.7966,1.4642,3.3111,1.2859,3.8297,8.7195,2.1579,4.3816,4.5773,3.3811,1.561,3.1722,1.0495,22.9283,1.9166,55.0648,2.235,8.0929,4.3642,3.6218,3.457,7.8683,1.1377,3.517,4.0588,1.8192,,15.1278,4.7019,3.5415,3.5862,1.0076,1.124,1.3767,1.7701,1.4657,4.0422,0.8868,-18.8653,,10.8208,,3.5885,0.8756,6.4635,,5.4387,2.1646,2.5392,2.2698,1.9691,4.361,10.5986,3.3989,3.2696,2.0407,9.0287,12317.0301,2.4713,0.848,0.8784,9.1076,0.8599,,1.3537,3.2091,2.3653,,1.6632,,0.8885,2.5552,2.4348,5.1623,2.6969,2.3981,1.8558,7.9173,,4.4332,8.4818,,5.2328,1.8155,3.491,5.4904,,3.1096,5.3442,1.7797,,4.0012,7.7923,1.8117,,2.3918,,24.7109,3.7305,4.7674,2.3479,,,3.6538,8.7077,1.8447,2.1841,,2.1263,13.9553,,9.3751,1.5202,3.1449,1.2887,,147.7303,,4.2434,0.7304,2.9624,3.1089,,,36.6092,1.411,,1.0526,2.4263,0.7304,,3.4884,,6.5994,6.6734,7.3582,,20.4537,1.1963,4.242,18.4579,3.6998,2.288,1.8216,7.2149
2013-12-31,3.5577,4.9855,3.621,4.5616,6.8952,2.7768,1.0991,1.611,5.4991,18.7029,3.029,7.7475,2.7728,2.5407,2.1067,2.172,1.9585,8.1577,4.0948,8.9362,3.4896,8.2201,6.0306,2.9387,5.3308,1.5935,0.7572,2.6027,3.2422,2.0403,1.3294,3.2769,3.3424,3.4693,2.038,2.2152,1.4372,3.6717,3.6622,2.2883,2.8481,0.7998,0.7481,18.6815,-2.5836,2.6836,,2.3545,2.1296,3.2512,1.1841,1.1334,1.4167,6.2162,20.1907,-9.3602,,3.2497,6.6295,3.3091,6.227,7.6015,,,1.1167,,4.46,4.2207,,3.6875,2.4544,5.775,8.683,7.4186,10.0466,5.0212,1.2783,,,2.1174,76.7319,,2.0701,26.2566,4.3201,1.2162,2.589,,1.3222,1.2187,3.517,,2.4044,2.4754,3.3138,3.2253,3.0586,,1.7028,1.1788,2.8204,2.1484,4.2777,2.3234,4.6071,2.9715,3.1007,1.1713,3.6542,3.3537,-8.9518,18.126,2.5603,6.6172,2.2744,2.3308,2.0654,3.4661,,1.8716,30.2243,2.3207,4.699,3.8342,1.5523,5.4544,3.1697,1.5454,4.3539,16.2396,,,13.4247,,3.597,2.96,1.9124,2.2952,1.7275,,3.846,5.6441,2.5105,3.4637,4.7903,12.2465,8.8877,6.2396,5.4928,8.2398,2.2123,3.9499,4.0968,1.801,3.2589,-21.895,94.3126,0.9598,4.0962,2.9671,3.8085,3.3572,14.5413,16.2771,3.0567,5.6482,2.2454,,2.4959,4.7726,15.9245,3.2055,1.1476,6.1667,1.7499,2.5402,,1.3897,2.3957,1.5542,2.2216,1.7775,5.3428,5.4866,1.9327,1.2619,3.0496,10.0824,1.5213,1.6616,1.6784,1.3884,1.0752,5.4615,2.6435,,1.3963,6.3282,,1.5179,3.0067,3.5299,10.7227,3.7799,2.1081,3.0137,4.1105,,1.907,1.3099,1.7893,1.3515,1.8442,4.9528,,3.9585,,4.4473,2.3575,2.3872,10.9911,1.8712,3.7224,6.6784,3.6455,,2.358,5.5775,1.2713,1.6223,1.9089,4.5168,1.9613,3.0135,2.5006,5.4194,,2.2122,4.4513,2.4209,,3.8962,3.8929,5.2288,3.326,2.6615,1.1981,3.0258,-10.4489,,4.7061,3.1581,4.6637,3.143,1.8304,,3.0054,-2.4138,3.4624,1.4135,3.8376,1.7199,3.5386,4.0269,7.953,1.505,,1.3697,10.1347,4.2428,1.4051,1.4873,7.6657,1.8694,4.5742,9.4198,3.3878,8.296,10.6525,12.0519,1.2019,,,1.6201,,2.0294,3.7033,2.8504,4.5357,3.6889,2.7801,2.7281,1.0129,1.9206,9.7752,0.976,4.2778,1.222,3.1296,,1.482,7.0251,1.2,1.7877,3.5732,,,-42.2431,8.128,3.2722,1.7799,1.2103,15.0681,,2.807,4.6188,9.6822,7.1953,1.0832,4.8282,5.3772,12.2426,3.4475,,,-3.0079,3.6995,3.4029,3.7079,3.0409,0.8568,5.5736,7.5533,3.4894,13.3696,2.4551,2.4325,1.9722,6.1021,,8.913,14.0179,18.7297,4.4239,3.9542,2.7692,4.9364,,3.8662,1.3974,2.2457,,9.4138,11.3125,-36.2145,15.5454,1.3539,1.0868,-19.3433,1.6089,3.5221,1.3407,3.7823,8.5623,2.108,4.9784,4.1754,2.0519,1.5126,3.0051,1.1696,32.3122,1.9929,50.0908,2.4565,8.6408,4.8495,3.2114,3.9816,8.1069,1.2254,4.2884,4.6626,2.0182,-64.3128,16.3599,5.0109,3.5899,4.2068,1.1021,1.2438,1.5609,2.024,1.4818,3.2311,1.0785,-17.9754,,11.2962,,2.9218,1.0167,6.4764,,4.6585,2.7322,2.8357,2.5302,1.7741,4.5974,13.4381,3.1934,2.0954,2.3828,10.7175,-106.4749,2.7944,0.9985,0.9675,11.4516,0.8923,,1.7816,4.2324,2.6312,,2.1141,,1.2066,2.6249,2.6031,5.9174,1.5413,2.8484,2.5287,8.6849,,4.0814,7.7018,,5.5937,1.9199,3.1707,5.3384,,2.9656,5.7205,1.6176,,4.5119,9.3325,2.3111,,2.9425,,19.7095,4.0014,4.5863,2.7339,,,4.3658,8.9983,1.895,2.4241,,2.54,12.8045,,8.8965,1.8914,3.9327,1.2848,,2.0185,,7.3411,0.8152,2.6164,3.0055,,,27.6347,1.4976,,1.0715,2.3419,0.8152,,4.3575,4.1234,6.3563,7.2404,9.1194,,25.0831,1.3221,4.2073,17.3885,3.592,2.2333,1.7808,8.4323
